 Procedimentos hospitalares do SUS - por local de internação - Ceará
Valor médio intern por Município e Ano/mês atendimento
Período:Jan/2008-Mar/2021
"Município";"2007/Jan";"2007/Fev";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"Total"
"230495 Guaiúba";...;...;...;...;...;...;...;554,69;300,16;429,76;481,30;387,06;364,62;435,60;554,69;371,15;319,79;330,79;513,41;287,96;370,75;377,71;445,16;458,22;429,32;381,37;379,81;445,25;417,09;412,45;428,52;400,72;430,90;378,35;504,07;463,17;281,50;485,88;466,78;367,22;465,31;391,64;368,96;451,86;434,66;412,96;395,42;505,20;514,36;558,43;543,38;553,14;453,57;472,19;440,40;475,80;334,85;383,67;378,97;454,78;447,74;...;453,93;514,78;437,52;566,09;279,28;405,38;...;241,11;321,25;398,81;360,69;403,09;315,25;268,66;313,24;355,60;343,54;400,51;232,16;315,35;229,36;433,28;276,73;305,91;404,01;351,35;340,07;372,91;502,42;355,27;389,56;337,88;473,66;339,18;356,76;324,95;243,78;331,19;337,95;...;352,76;262,40;260,34;346,72;381,88;391,29;449,51;393,97;398,65;394,74;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;412,30;291,43;...;266,27;319,92;336,34;458,40;203,71;292,62;351,60;306,23;349,11;318,22;286,13;305,43;354,61;393,73;312,37;364,73;362,72;440,16;391,08;582,42;699,46;382,54;582,42;454,68;724,66;1041,21;582,42;416,39;342,51;582,42;865,91;771,41;...;...;...;...;...;399,07
"230500 Guaraciaba do Norte";...;...;...;408,09;...;...;554,69;352,10;344,13;359,90;367,75;387,49;379,40;372,43;420,22;377,12;372,97;379,63;360,39;405,94;385,78;421,20;432,24;459,63;448,32;411,63;408,18;406,94;417,04;393,27;410,30;360,19;372,15;350,11;394,67;423,85;370,55;375,89;402,94;401,57;389,48;409,99;386,82;354,53;409,66;389,84;394,97;409,96;437,76;391,78;395,17;390,61;392,82;417,70;398,49;350,00;390,26;372,37;398,92;378,71;373,77;384,20;416,32;385,80;421,12;376,53;390,20;391,08;360,49;364,95;400,21;449,29;392,48;387,58;386,46;400,36;370,33;354,13;376,80;381,12;384,00;387,99;416,45;396,92;424,38;417,51;393,57;385,21;404,11;400,27;432,87;400,15;423,75;404,70;427,36;411,00;424,17;433,11;397,49;441,04;416,89;429,60;437,18;443,43;400,58;430,68;431,65;460,57;505,06;386,06;408,79;446,62;429,15;468,02;428,74;505,29;390,55;387,17;410,27;405,23;422,51;416,32;427,32;434,45;395,96;415,16;394,92;375,73;462,41;450,77;439,00;438,14;429,46;445,63;465,81;450,12;458,77;467,99;448,41;443,45;445,01;498,13;522,48;477,43;519,20;513,96;524,49;501,25;531,53;508,21;495,17;481,09;505,19;514,10;545,81;499,85;497,93;548,52;613,24;847,96;606,27;448,60;577,18;552,28;587,78;697,71;836,86;420,08
"230510 Guaramiranga";...;...;...;...;...;...;...;...;295,36;323,32;425,03;...;423,09;554,69;341,33;172,42;152,08;495,72;47,27;479,19;278,04;517,20;342,32;435,26;402,98;409,17;378,00;348,46;444,32;442,71;404,46;558,68;294,02;451,69;527,75;344,15;394,55;381,12;400,48;373,55;373,16;395,37;411,30;638,42;407,96;445,14;460,57;507,40;536,19;510,33;509,68;430,05;...;...;...;...;336,66;459,21;402,94;511,94;391,18;471,72;325,10;255,48;...;...;...;292,62;451,50;486,19;453,66;139,42;482,42;506,93;348,90;403,14;311,67;672,94;330,38;479,19;367,93;587,02;460,87;582,68;328,76;582,42;248,56;402,40;479,19;402,04;355,68;204,50;339,26;194,11;582,42;334,00;485,82;485,82;437,52;483,72;582,42;575,28;...;...;364,57;427,34;347,46;865,91;603,04;672,55;582,42;554,20;582,42;437,52;186,06;422,04;303,76;393,46;582,42;376,46;699,46;581,34;437,52;579,26;437,51;411,95;...;353,70;865,91;299,94;724,16;382,50;385,90;389,22;359,79;326,71;441,87;347,51;370,00;437,52;240,73;389,22;351,68;431,91;509,97;591,08;370,61;405,81;368,01;...;321,68;352,54;357,21;250,17;287,63;287,76;292,62;281,50;...;...;...;...;...;...;...;...;...;417,99
"230520 Hidrolândia";...;...;...;458,09;578,69;415,59;358,32;376,79;355,13;373,39;354,36;374,48;376,79;398,38;358,92;391,14;460,39;451,15;390,82;400,45;424,45;384,86;449,96;437,84;447,41;440,49;437,58;367,91;391,83;357,65;401,22;368,48;390,57;389,43;355,09;426,12;418,09;343,61;354,68;400,63;375,91;402,32;421,21;351,28;380,88;428,32;379,99;410,33;343,65;362,81;376,49;388,91;365,22;389,02;400,66;347,58;398,03;378,51;362,92;429,24;414,62;399,84;388,02;340,73;434,78;432,61;434,20;353,59;397,58;324,89;297,46;292,41;312,06;321,47;288,00;306,64;356,29;298,77;314,14;340,50;357,81;283,49;376,80;313,33;323,19;307,86;346,81;272,50;293,26;332,08;343,30;400,37;463,23;337,42;359,74;437,03;427,27;424,16;373,59;367,47;366,02;366,38;396,51;341,72;346,16;323,58;424,26;381,19;491,18;488,79;426,68;469,49;446,51;452,06;443,17;540,27;343,50;366,32;477,51;474,27;512,09;434,46;432,78;442,80;440,06;454,35;473,91;351,07;390,48;424,87;489,26;434,65;396,57;442,96;403,38;424,55;453,23;461,90;455,78;422,25;477,06;497,88;432,24;528,30;493,30;460,74;519,41;552,01;490,53;540,05;516,41;501,17;502,92;491,75;485,49;518,83;528,24;511,40;543,90;491,41;593,37;526,76;521,36;474,80;492,72;520,16;...;411,84
"230523 Horizonte";...;...;...;...;...;399,34;351,23;373,40;388,34;378,04;380,33;391,04;396,63;412,19;425,91;369,69;412,67;372,50;382,68;410,93;423,21;404,70;448,18;443,18;436,46;433,58;420,56;423,89;428,94;416,11;418,20;426,07;418,02;442,16;413,61;437,03;408,08;422,83;426,33;388,33;449,97;447,27;394,02;428,77;433,96;436,97;438,85;453,09;447,47;405,49;437,85;419,88;431,21;407,37;437,68;461,68;385,54;423,68;419,07;424,71;437,11;434,35;447,97;411,80;411,20;399,81;419,59;412,64;393,99;420,79;420,12;446,64;438,62;429,64;418,53;392,52;384,27;428,43;441,13;446,69;442,74;430,50;423,57;431,35;473,15;442,28;441,15;453,96;505,87;483,98;474,89;434,81;464,22;477,84;443,12;503,72;450,48;494,26;445,72;509,45;493,67;487,30;488,95;477,05;496,16;511,26;514,77;489,20;518,55;493,94;513,50;490,97;476,79;520,94;501,68;500,71;518,14;519,18;509,62;468,67;471,78;479,40;474,27;480,96;473,25;462,13;473,51;464,79;478,67;465,43;486,69;488,25;451,48;455,49;476,07;459,87;472,88;477,91;487,18;450,03;462,68;453,36;452,12;478,22;461,51;472,07;513,43;500,32;515,88;502,89;513,72;511,11;504,56;531,72;511,36;562,52;583,76;609,79;550,28;480,74;524,93;527,86;467,09;484,28;511,88;519,49;604,92;460,01
"230526 Ibaretama";...;...;...;...;...;...;...;208,27;415,47;382,56;390,46;...;468,24;449,92;448,31;460,99;...;406,47;470,07;463,40;438,51;400,90;402,86;455,78;393,06;445,70;441,94;378,10;357,91;405,23;401,45;377,92;366,61;399,03;413,24;398,67;373,51;418,03;461,76;423,79;339,16;440,13;507,61;402,15;400,96;392,71;428,24;413,46;376,17;358,26;532,91;342,81;392,15;509,25;419,76;434,79;381,96;378,18;427,26;429,55;419,24;368,71;363,04;376,47;449,90;478,06;...;...;345,38;305,65;357,14;465,71;270,84;399,90;376,10;377,26;520,58;338,73;396,42;491,40;435,90;474,57;416,15;528,53;572,61;421,16;399,10;378,38;321,62;357,71;419,38;292,62;582,42;337,67;441,51;540,82;370,61;407,26;298,62;326,42;292,62;332,90;458,15;...;347,95;...;865,91;430,31;628,55;300,62;873,91;590,42;464,00;520,91;...;...;394,36;431,29;490,33;322,42;391,89;438,35;342,07;258,97;406,60;327,32;349,89;296,62;311,63;322,20;300,62;374,89;471,93;383,28;343,47;354,53;356,24;387,51;383,94;326,11;303,41;360,80;457,43;404,03;459,82;351,66;358,30;310,57;334,90;455,18;347,40;375,39;349,37;...;346,27;406,52;329,33;364,22;292,62;396,30;352,54;325,83;182,57;590,42;...;...;...;402,22
"230530 Ibiapina";...;...;...;...;...;636,91;394,03;499,36;359,83;311,18;363,08;402,61;417,64;389,81;403,79;354,23;356,27;398,40;402,69;440,57;384,88;340,40;388,73;408,77;413,72;379,30;408,59;376,24;392,04;382,85;386,29;382,48;435,00;415,99;365,49;368,01;402,51;425,06;434,95;408,96;441,92;407,25;441,59;459,83;369,20;403,19;414,24;432,51;438,84;450,92;425,81;432,30;446,26;468,68;405,47;427,67;450,87;468,76;456,38;478,12;451,43;492,18;455,56;476,84;514,32;433,66;410,38;383,53;393,64;419,77;374,55;420,80;414,41;393,21;380,37;399,28;421,19;389,06;377,17;383,91;388,87;419,68;399,58;407,53;406,93;371,31;408,30;376,46;420,22;450,52;419,62;373,43;409,28;393,46;440,99;442,52;461,42;407,71;436,01;406,95;420,40;375,49;432,33;422,24;430,41;413,60;429,11;439,36;387,01;467,18;451,84;467,79;420,78;423,46;420,88;414,76;449,77;445,94;422,31;449,66;392,14;390,10;463,40;445,42;388,03;416,23;428,90;433,63;438,43;386,52;439,68;496,51;478,11;438,35;413,58;405,06;375,58;410,40;434,99;412,01;412,11;369,69;433,18;511,09;463,54;450,50;458,92;433,17;432,08;407,38;445,75;421,98;464,58;419,02;417,15;391,73;578,10;609,82;697,37;725,50;607,06;600,47;369,23;440,05;415,55;522,74;852,38;422,49
"230535 Icapuí";...;...;...;...;...;...;...;...;369,41;352,99;387,07;356,42;403,84;371,42;312,14;313,35;450,26;378,80;283,35;401,37;413,16;418,05;393,88;285,19;352,01;457,98;345,98;392,22;301,42;344,28;392,54;373,27;415,30;408,37;351,31;411,16;371,57;423,10;356,71;350,32;349,09;395,17;357,46;414,01;317,75;434,14;378,00;384,45;345,03;438,70;363,11;341,11;437,52;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;376,12
"230540 Icó";...;...;...;614,57;...;189,35;593,12;370,80;350,46;373,72;372,83;395,54;367,25;382,04;436,23;410,06;427,49;410,56;418,86;439,14;443,34;456,02;465,60;455,28;487,11;487,34;489,52;456,79;472,66;485,70;487,14;442,42;458,91;437,58;453,40;463,79;463,46;486,67;481,12;480,97;442,09;437,60;434,91;414,22;412,93;439,98;433,30;456,33;440,41;424,47;449,11;462,97;465,99;444,52;467,79;462,12;453,30;466,44;439,60;444,57;433,47;436,73;470,82;465,31;461,30;461,32;475,02;437,07;403,64;443,51;425,93;450,66;445,68;439,36;430,75;431,43;408,16;445,21;449,38;457,33;465,19;446,97;444,41;445,02;460,54;458,66;459,09;443,89;447,38;433,87;434,72;422,75;452,29;457,42;430,67;415,16;415,69;407,20;420,82;444,74;429,50;405,69;441,34;449,06;402,82;399,04;395,75;416,87;421,62;437,82;439,78;427,16;431,01;441,74;423,66;446,95;406,95;423,31;484,82;467,51;449,30;462,08;439,15;452,46;424,64;443,89;424,66;424,64;409,89;431,61;451,08;433,63;468,44;436,55;431,05;472,04;455,00;410,63;459,43;408,65;422,59;433,18;450,36;456,68;457,64;443,07;426,50;454,73;471,38;437,83;453,98;464,58;452,21;439,78;443,82;458,95;487,62;698,81;1524,77;1766,53;1463,56;1400,98;528,47;654,87;1459,93;1549,27;1462,40;489,00
"230550 Iguatu";...;...;...;435,17;394,38;377,69;373,99;366,94;399,43;377,87;420,81;440,92;447,47;444,57;425,76;446,81;426,89;430,50;465,60;466,04;476,41;471,94;445,48;498,65;517,23;485,49;506,91;489,82;486,93;484,62;478,45;470,14;478,80;462,05;476,94;484,36;486,11;485,10;474,23;479,32;483,23;468,19;475,55;445,66;450,28;476,89;480,62;485,05;483,05;487,57;500,17;481,70;475,14;486,59;466,71;461,32;459,41;468,30;490,25;482,93;485,46;478,43;462,79;468,39;464,33;469,71;466,74;471,57;434,15;440,67;453,77;469,33;481,68;481,70;487,79;469,11;474,33;468,38;457,75;486,16;470,80;454,00;479,52;502,35;492,55;498,26;499,15;468,75;483,80;505,57;470,58;489,86;507,94;494,07;481,89;492,03;493,13;507,88;458,64;479,27;452,56;443,75;457,12;474,37;458,83;430,36;452,56;462,02;470,29;466,91;451,50;457,39;452,50;431,59;451,82;423,12;459,70;466,60;476,88;514,34;504,59;502,53;508,42;527,47;512,59;514,42;508,19;521,18;528,23;493,71;483,94;511,61;488,28;497,88;514,17;486,38;535,52;520,93;492,48;490,09;496,00;509,76;510,56;494,02;496,76;495,13;488,91;503,75;498,36;481,02;518,91;484,53;518,98;495,75;500,45;559,86;606,86;667,64;703,84;573,11;616,77;617,71;569,54;565,56;622,44;600,51;...;482,74
"230560 Independência";...;...;...;...;...;...;...;352,77;328,88;353,63;344,72;393,36;418,04;419,83;419,83;414,81;412,68;386,59;381,22;424,43;384,34;411,22;444,90;462,86;478,73;410,51;398,03;456,39;427,93;433,03;387,12;419,69;396,80;421,33;396,21;428,56;405,27;403,35;366,05;361,13;391,38;394,59;404,44;395,87;458,55;442,26;504,64;437,76;490,28;490,75;502,31;525,23;449,80;400,41;421,28;404,94;418,04;420,12;353,02;455,57;286,22;391,75;410,94;385,85;460,23;464,13;448,36;451,24;440,43;393,40;289,17;417,68;337,96;441,21;509,45;440,47;410,98;467,99;483,63;415,88;470,45;526,98;493,95;505,39;493,47;450,46;382,21;519,82;428,17;502,98;452,79;396,28;351,85;456,58;399,82;449,91;471,32;427,65;537,36;450,19;464,81;436,98;399,48;435,46;552,44;620,80;360,72;412,02;402,07;455,04;546,34;402,38;494,67;461,25;473,56;378,94;402,09;315,82;470,81;481,58;588,35;496,65;487,68;502,04;398,90;508,70;601,17;524,83;426,77;562,21;581,11;533,32;455,94;447,68;429,09;467,14;424,67;332,72;388,81;411,84;422,54;411,34;513,15;498,16;512,33;496,90;459,90;441,13;419,39;472,49;436,40;350,46;388,75;500,89;562,77;474,37;495,29;558,61;430,32;495,98;482,45;464,64;455,95;359,37;388,01;431,35;638,20;436,87
"230565 Ipaporanga";...;...;...;...;...;...;...;368,56;327,41;346,25;317,87;369,03;406,20;370,65;351,44;293,86;348,54;347,07;323,59;405,67;286,78;367,99;355,54;415,60;410,39;453,94;419,85;469,95;424,53;423,91;359,29;323,42;335,12;369,05;370,34;422,23;414,93;403,61;391,29;549,45;204,28;308,40;318,83;373,89;356,60;488,24;473,95;412,37;538,98;499,27;358,38;281,56;400,27;520,91;427,00;218,68;428,35;606,42;455,24;405,34;442,30;486,96;432,41;363,12;404,51;413,00;388,01;316,76;417,26;300,61;391,34;...;418,68;397,80;359,74;426,79;383,86;372,48;432,79;293,92;403,40;351,66;414,00;865,91;420,44;432,22;324,90;483,33;400,41;376,00;463,21;324,90;378,43;468,76;361,89;393,32;412,87;374,09;365,99;347,93;326,28;406,10;347,15;189,67;295,54;359,85;357,21;352,32;439,04;393,55;325,77;364,21;380,26;309,74;438,97;405,02;320,84;326,61;359,53;370,11;354,49;391,68;376,94;368,01;438,31;345,91;325,87;414,12;306,35;334,81;359,34;450,44;337,14;396,84;410,05;352,22;384,55;357,92;337,92;292,62;372,56;420,74;449,03;615,11;570,39;507,09;444,27;392,40;372,63;358,49;379,69;386,10;404,37;407,15;347,28;375,42;399,08;369,58;336,19;325,82;346,86;409,39;351,20;426,38;459,59;...;...;389,96
"230570 Ipaumirim";...;...;...;...;428,87;...;...;239,79;344,51;305,59;332,89;372,62;426,51;401,70;362,44;442,10;365,58;323,87;385,18;406,70;328,51;314,31;372,04;396,43;456,23;365,74;382,25;382,42;344,29;362,76;379,09;363,18;297,27;319,14;382,13;358,83;338,52;394,65;400,98;352,96;408,73;428,88;373,61;342,18;385,19;432,38;386,68;331,63;444,95;380,91;420,55;439,83;329,70;410,93;459,42;442,41;342,87;364,01;364,68;377,71;395,92;445,74;399,17;436,67;418,95;396,15;...;...;344,32;287,41;366,26;362,53;351,24;414,09;380,49;379,37;341,03;408,34;419,77;279,82;341,52;350,14;331,74;429,35;400,73;339,29;354,13;384,25;355,31;409,31;359,22;405,68;391,02;...;404,32;433,00;387,38;356,45;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;362,28;354,98;462,62;410,60;378,64;309,90;367,49;336,83;286,89;388,58;301,47;303,24;326,60;598,42;312,61;454,65;422,11;449,15;365,72;438,35;478,82;346,40;393,73;344,75;447,71;456,35;411,73;383,53;...;...;...;...;...;...;326,41;496,34;406,85;264,64;430,39;326,59;437,52;551,24;899,27;980,05;547,27;386,47;451,40;470,13;574,65;752,32;666,87;384,06
"230580 Ipu";...;...;...;...;190,38;348,77;382,54;284,55;317,44;312,47;306,85;369,33;359,44;391,38;378,36;340,43;389,37;383,85;372,77;397,97;413,90;400,25;391,06;434,43;408,20;366,45;427,82;428,55;405,67;386,49;430,26;410,22;421,17;389,99;413,37;398,52;382,27;408,41;393,00;407,78;400,20;395,63;405,03;380,72;405,05;415,02;350,05;394,04;360,07;368,14;373,59;390,42;402,22;419,08;412,47;415,72;403,77;413,00;421,60;405,46;385,19;390,88;402,22;402,82;363,39;377,59;406,45;415,65;389,59;378,09;406,13;385,23;441,24;419,30;398,76;381,90;394,50;398,06;393,88;399,72;374,49;402,59;342,22;381,83;373,29;401,19;399,22;386,14;414,19;406,14;402,42;388,89;355,25;369,59;386,24;372,03;405,02;396,43;395,80;387,95;414,87;442,63;397,97;398,67;411,12;429,78;399,50;380,72;345,40;397,54;417,43;402,41;391,01;398,89;413,94;414,35;375,72;425,38;412,24;411,64;431,09;399,21;395,90;368,59;400,02;367,12;403,56;401,30;406,92;401,45;409,90;422,81;438,58;421,04;422,38;421,06;427,48;469,06;480,45;431,71;420,53;405,45;473,33;468,30;497,78;469,20;459,15;423,27;422,47;423,66;455,24;417,44;379,16;366,59;429,28;449,97;432,57;392,89;447,05;608,52;475,62;457,73;478,28;498,69;421,95;293,26;...;404,00
"230590 Ipueiras";...;...;...;...;...;...;359,60;329,27;359,82;360,54;332,69;365,75;365,02;391,05;371,84;365,05;369,05;355,44;383,53;378,68;420,26;418,51;397,20;425,80;417,60;407,76;402,49;386,39;361,58;368,76;367,00;383,12;374,06;416,69;398,42;409,70;415,48;362,33;431,26;415,62;404,57;421,34;389,80;343,58;396,84;397,69;433,94;409,20;401,87;401,63;365,49;468,82;444,52;418,73;426,90;427,07;407,22;393,95;404,96;436,46;435,33;397,38;408,53;427,35;419,17;431,32;400,82;457,30;392,88;396,64;424,54;391,57;383,33;388,24;421,85;393,08;395,88;385,56;393,43;387,56;405,98;410,19;395,95;424,92;374,10;433,14;355,63;378,34;393,82;378,73;420,13;418,55;368,78;329,47;372,33;...;...;346,79;389,36;351,22;422,36;378,02;420,39;411,01;386,79;380,68;361,25;343,72;358,90;343,81;385,10;378,70;392,61;421,91;480,97;348,49;424,68;426,71;443,02;473,93;453,40;426,14;377,06;389,17;403,39;384,18;419,27;361,75;361,51;368,08;396,08;405,84;447,87;396,61;437,17;371,87;373,65;353,09;342,41;346,89;352,82;390,38;432,73;431,63;422,42;366,56;349,54;365,87;354,14;378,75;399,55;417,86;441,19;396,32;407,37;377,54;374,16;390,34;416,38;428,26;470,88;502,20;501,78;404,72;440,61;...;...;398,04
"230600 Iracema";...;...;...;606,73;666,91;652,91;648,79;509,16;350,05;363,52;390,70;361,59;444,96;412,59;336,71;340,03;377,03;377,17;380,91;448,92;408,83;383,82;404,88;465,77;437,32;450,21;442,50;395,63;468,48;436,50;447,62;387,32;406,65;400,22;382,19;396,72;354,30;447,73;362,83;364,73;391,94;303,85;342,96;340,77;345,50;397,66;407,62;406,19;382,86;349,53;450,43;433,43;382,02;350,66;359,99;416,70;360,03;358,87;441,93;433,67;451,88;337,64;386,79;373,53;439,92;466,88;354,91;358,61;362,40;413,29;364,22;401,76;421,78;441,45;431,00;416,65;382,99;413,58;364,78;390,24;368,90;353,53;419,10;422,85;340,03;363,21;422,46;335,78;407,66;296,05;392,71;406,88;301,66;333,65;353,90;446,23;435,95;422,81;434,10;429,69;483,67;467,30;386,71;430,56;395,09;361,55;414,82;384,35;513,05;406,71;425,59;545,35;371,51;368,69;507,80;463,71;301,43;391,63;438,48;338,22;419,16;313,16;472,29;372,12;400,28;397,19;305,14;414,75;382,44;379,45;373,45;391,09;430,17;397,70;338,78;363,54;351,80;458,89;354,12;357,82;378,14;351,01;393,44;425,02;422,76;431,31;356,02;400,23;340,24;370,50;427,48;399,02;391,55;348,09;329,02;538,39;255,44;374,89;386,08;796,16;956,72;577,70;538,67;530,40;514,12;538,83;533,44;410,45
"230610 Irauçuba";...;...;...;...;...;236,28;400,16;355,42;378,42;405,45;406,79;405,41;415,15;448,04;359,99;337,31;403,98;411,55;420,45;410,06;462,64;417,25;436,20;484,26;475,01;453,57;461,06;381,96;385,06;405,70;396,93;436,54;368,95;339,96;400,46;380,06;409,34;375,52;378,95;391,80;383,00;414,35;390,72;407,69;359,27;361,28;362,94;401,96;450,38;427,41;415,30;355,88;301,94;395,36;347,00;434,11;352,40;420,62;390,91;425,25;439,64;460,17;446,01;386,12;442,67;353,38;386,34;341,13;385,03;349,84;410,29;426,80;388,68;376,86;310,26;350,12;404,64;347,19;380,09;360,08;402,12;364,09;319,13;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;382,14;342,25;396,42;327,25;321,76;396,66;421,46;330,28;454,01;357,04;256,13;208,33;169,90;654,65;515,71;423,64;314,76;342,81;325,27;289,24;339,03;330,08;301,95;113,42;296,35;336,11;273,40;376,79;416,82;322,10;270,05;336,05;439,34;248,52;205,03;180,43;380,68;410,52;347,17;409,32;301,84;403,56;301,11;233,82;372,66;301,70;290,02;301,39;470,87;336,14;398,93;376,49;896,38;1091,39;598,86;426,74;600,29;491,94;570,37;...;...;...;...;400,56
"230620 Itaiçaba";...;...;...;...;436,74;...;194,43;217,91;249,76;300,16;377,30;352,14;330,80;284,02;448,17;246,51;320,30;377,89;239,23;292,62;437,52;238,33;532,45;314,26;582,42;334,78;485,48;437,52;352,54;...;452,91;582,42;366,91;437,52;499,62;410,82;263,24;456,45;411,63;485,82;490,90;509,97;356,73;405,64;437,52;541,02;460,42;333,63;384,57;364,55;379,67;389,01;420,79;464,17;353,64;358,73;321,85;496,75;400,79;384,51;493,35;290,15;344,08;...;...;426,09;485,82;582,42;293,42;502,11;339,85;445,59;473,08;407,40;342,69;274,13;393,46;282,78;282,20;344,08;381,81;292,62;308,47;302,12;437,52;387,60;313,27;268,57;269,41;237,59;453,76;412,13;220,77;355,37;437,52;377,91;540,28;476,30;366,73;...;204,50;540,90;...;292,62;...;...;396,40;...;320,28;403,79;290,74;270,50;324,90;389,22;...;174,42;407,40;724,16;388,04;510,76;308,76;292,62;676,92;204,50;324,90;266,71;399,98;292,62;292,62;302,31;558,81;474,67;615,24;390,62;341,55;412,95;292,62;509,97;582,42;535,20;292,62;582,42;444,73;431,09;534,12;331,98;357,21;372,86;582,42;253,22;447,61;389,22;494,22;354,43;443,40;437,52;739,37;...;384,29;...;...;582,42;582,42;865,91;...;...;...;391,10
"230625 Itaitinga";...;...;...;...;...;...;...;366,19;330,26;396,49;358,36;372,32;363,88;339,37;358,85;336,51;349,50;359,11;313,24;348,98;316,83;273,58;378,46;355,99;329,40;352,31;385,44;396,52;431,74;438,29;425,89;294,44;361,97;331,32;361,69;290,87;344,30;405,00;363,71;337,23;341,47;389,70;354,50;353,69;404,45;414,76;322,32;376,36;422,53;370,13;367,34;390,71;329,02;399,23;353,66;401,34;351,66;330,94;417,77;325,49;397,29;453,36;356,95;316,67;314,15;319,27;263,86;320,45;305,90;315,97;375,76;418,50;349,08;402,42;379,79;289,77;335,92;276,63;372,33;369,59;280,18;306,69;336,30;344,13;362,08;324,12;339,79;433,73;285,40;379,69;364,88;373,15;348,54;382,44;367,64;414,04;339,14;375,00;379,80;413,07;355,44;428,18;397,69;281,31;390,34;356,66;364,36;375,30;337,31;369,53;329,14;360,14;384,10;399,08;459,40;403,76;354,43;370,09;434,29;377,64;335,25;381,90;384,98;388,77;449,48;453,09;425,94;454,88;417,66;405,33;413,00;472,66;429,09;403,06;410,75;450,97;473,41;390,95;409,94;385,91;381,89;402,78;507,40;466,24;528,05;475,27;470,04;488,62;388,38;481,46;434,87;430,30;546,32;531,22;387,04;971,71;1191,17;711,41;373,89;472,68;544,35;440,13;520,99;330,65;902,80;628,45;...;396,58
