 Procedimentos hospitalares do SUS - por local de internação - Ceará
Valor total por Município e Ano/mês atendimento
Período:Jan/2008-Mar/2021
"Município";"2000/Fev";"2000/Nov";"2003/Jan";"2005/Fev";"2007/Jan";"2007/Fev";"2007/Jul";"2007/Ago";"2007/Set";"2007/Out";"2007/Nov";"2007/Dez";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"Total"
"230835 Milhã";-;-;-;-;-;-;-;-;-;1150,68;2674,11;8560,88;5912,17;10613,33;11770,21;7595,52;10185,50;12631,73;13472,20;5595,11;-;3110,89;-;491,40;2959,93;5358,11;-;5968,63;2243,65;4259,26;1263,21;9258,43;4216,92;6088,80;4751,90;3178,92;3868,14;2661,50;4422,60;6322,93;3636,96;5809,04;1117,80;8344,16;6551,67;7544,94;12005,73;7282,62;9534,16;6341,40;6067,21;18083,47;7299,57;5928,71;13516,23;10104,85;6738,70;13615,85;10038,76;9571,03;12060,64;8813,98;10746,39;11218,10;11132,75;7435,33;10948,92;11784,49;8836,19;7196,12;7203,69;633,52;2465,87;974,80;934,80;1421,99;2192,91;2509,55;5335,87;1829,60;4299,32;2308,52;2633,40;2218,19;2071,51;2858,20;4090,13;3982,03;1882,12;6196,82;186,06;2451,37;4211,77;3393,36;-;2166,74;558,18;1348,73;3439,02;2878,38;7649,41;1160,86;2483,64;1682,26;1970,02;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4326,64;2099,69;9399,17;2812,71;-;-;3351,48;3260,70;2805,34;2750,36;2990,14;2218,72;2585,32;3847,93;3744,22;5838,36;5075,34;4225,76;3780,00;3630,80;3196,04;4455,37;5529,59;3068,23;3006,48;3744,55;4218,50;4688,52;4336,55;4141,09;4473,18;5452,90;4963,25;3537,20;3618,13;3266,67;7983,47;6573,09;6501,36;6629,41;2728,09;3051,55;2325,97;6687,99;9337,60;13106,02;11039,35;3121,69;3204,70;15829,98;-;756074,27
"230840 Missão Velha";-;-;-;-;-;-;-;-;-;-;454,79;17604,07;62865,62;84008,55;80530,26;72481,75;58424,83;41390,73;45103,02;51499,46;50268,03;51861,72;49975,80;59928,45;57228,43;53350,32;44540,19;80321,46;80041,12;61411,29;42403,97;37883,16;35267,46;38050,82;45755,21;38933,84;27696,94;54137,54;69901,76;66881,43;98244,41;63433,94;55236,32;52340,42;42512,69;38682,60;28386,54;44046,50;38892,17;44998,46;48532,00;51990,55;46467,95;57192,21;40931,53;34353,74;22179,99;32423,93;37944,07;40487,05;33787,55;38863,46;43804,86;34405,21;24511,15;21335,21;31342,55;33550,89;34514,85;25395,69;17791,55;15160,61;24565,62;23174,22;37364,08;46853,89;43277,97;50440,44;38032,85;25214,80;34098,37;17433,54;26960,72;41897,53;51071,47;52394,65;39523,38;51478,82;61041,96;67015,98;66640,75;55680,03;62760,95;62458,15;43925,16;54746,46;49621,35;43428,45;75858,94;52473,03;64941,68;61697,10;50614,98;51876,30;49542,54;46419,30;53739,72;40282,50;55498,69;61631,22;66343,21;68523,31;59079,48;36716,66;34799,07;50587,82;44304,46;37335,81;43017,71;37867,88;36930,49;52106,56;69511,29;37988,41;47283,15;37742,19;38711,14;43697,60;33807,03;29379,58;31417,68;27367,64;33271,09;24915,24;49460,70;31907,68;54761,34;31843,73;27485,20;36168,41;29585,78;32544,71;55930,52;54030,92;74224,95;50271,54;54242,14;61475,73;48466,33;-;-;42789,70;37907,80;48168,12;39208,28;24439,44;37107,62;46191,12;34719,10;20538,28;21504,39;24878,50;34829,47;22001,04;19775,75;44471,08;23964,22;20443,18;28949,45;21612,84;41697,91;7019921,73
"230850 Mombaça";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;189,67;3509,88;54461,31;63595,44;71123,08;85902,42;75507,18;56614,61;51111,58;41017,66;48207,28;56427,58;44461,96;28167,91;42664,52;39576,57;69405,42;49785,56;71995,00;60452,84;55552,35;50017,23;45309,67;54197,67;47716,72;45255,55;63010,12;64246,48;73758,31;56962,01;57640,88;62145,92;56755,37;59241,31;44399,36;47524,64;51970,11;46583,20;35623,79;48471,50;49708,45;55034,92;52525,71;42605,80;33679,74;29139,34;37883,31;34933,80;30356,93;36447,69;35825,00;36499,30;34992,93;44951,63;55440,67;62041,66;43587,46;56683,70;38954,37;37592,70;42862,95;29417,16;41398,78;46395,10;47946,14;44632,93;46629,80;45243,79;46786,77;43830,62;46369,21;40848,27;39430,24;43264,69;17483,89;43490,30;46333,29;38342,46;39242,25;47687,56;48116,54;33861,89;42890,02;3076,43;66828,48;33493,40;36229,86;34153,24;33727,45;38666,69;53283,95;49615,70;50239,59;49477,82;29707,58;35727,02;35626,62;24140,41;31851,71;32787,83;59183,15;58154,00;52200,36;58891,72;36988,48;42299,06;44622,02;43005,85;38942,42;44833,57;56671,78;53054,61;65824,84;75951,85;79194,75;78614,61;64817,33;54500,71;60182,87;58430,74;51324,29;64144,31;68232,29;62145,83;66020,55;71555,78;74783,72;59450,34;70892,70;60051,28;60773,98;71565,64;63671,78;72149,93;63661,72;64206,66;62962,08;39703,30;54825,93;130313,89;72370,69;57406,09;41750,55;52349,29;39317,94;43620,56;33997,49;120913,56;163726,16;7614836,25
"230860 Monsenhor Tabosa";-;-;-;-;-;-;-;-;-;-;10187,46;24172,31;36560,57;31754,52;33203,91;17998,35;27292,50;22259,76;19253,03;18281,72;6495,39;2210,32;-;-;10440,23;20610,13;18569,80;20024,29;27102,55;25671,01;21607,55;17809,38;18026,08;20973,65;20131,24;25213,93;14173,78;20074,88;27619,21;24827,93;31224,46;26364,94;20652,81;24788,48;15231,79;18016,09;22280,44;13589,50;33485,61;43254,93;50284,50;34623,22;18946,66;14561,66;17987,13;13203,91;18745,71;11978,52;14729,50;13950,44;14585,42;14367,72;21845,04;18211,12;14782,53;11032,81;16047,72;17000,13;12445,24;9331,56;9965,01;9719,33;20467,50;14320,37;22660,97;21629,85;19238,66;18874,37;7950,78;9080,18;13386,87;11489,59;11209,86;11479,61;7514,26;6848,79;13147,32;11120,55;13427,79;12368,54;10430,80;13312,53;8108,91;6700,33;8235,06;7474,23;13116,59;6377,54;12023,18;15004,06;3454,89;13124,89;10532,99;9669,55;11739,92;7095,65;8491,49;7101,85;9617,59;14566,96;9807,00;13820,47;10827,74;9220,31;12746,25;8989,33;11224,25;8983,14;9484,16;8062,53;10215,75;10880,74;11864,36;14045,38;16688,46;8901,07;6596,73;13542,66;7569,93;15643,39;12846,08;13171,20;18010,44;13485,33;24594,48;38178,43;31748,99;15520,01;16529,24;12092,02;12649,16;23760,09;19991,21;16872,71;20843,02;24235,78;12317,75;13409,37;12461,45;9886,41;21237,86;13900,19;17079,71;14721,65;17198,44;4386,39;4249,24;2867,72;3819,97;3368,63;2687,04;3331,58;907,80;5874,66;11466,21;3482,90;4465,75;11836,16;17773,10;16903,38;-;2415449,48
"230870 Morada Nova";-;-;-;-;-;-;-;-;3477,88;436,74;6876,01;8268,09;30520,82;43797,13;66636,33;83220,40;86818,72;66051,39;44697,54;44660,87;53446,56;33164,17;8384,58;30953,72;69619,79;63664,81;112260,24;117810,80;78884,14;120465,36;115521,07;169059,01;151549,18;162991,39;137221,05;132298,91;134654,44;116025,51;134292,42;106005,41;137021,62;117528,67;110625,80;149767,43;97020,86;103333,31;113227,96;75336,67;102415,41;86748,57;108778,35;68035,95;71857,34;51782,36;46816,98;61092,69;43940,67;46560,16;53533,46;56620,67;89035,26;60181,67;91768,47;73337,83;86501,21;44268,70;65095,43;93077,05;50663,32;35980,85;25244,85;29792,94;41872,65;45985,19;60991,11;67024,51;55845,83;56199,14;70102,16;63387,92;66010,07;85062,75;50935,86;51946,02;65315,54;53973,51;73696,87;94964,51;97428,20;76419,25;74358,88;66247,17;87921,89;82023,48;67647,14;57002,23;65816,71;56874,74;73629,05;91644,90;81336,13;70959,13;63399,69;73650,31;72261,32;78015,45;51020,42;37824,38;44645,41;47614,43;40950,34;47740,63;40706,49;65241,22;32523,43;43640,50;52369,46;36821,46;21184,40;26682,91;39823,02;42187,20;65650,21;71617,27;60844,39;47728,01;50509,27;46262,18;56510,87;60634,35;71409,72;77675,72;81800,12;70106,62;84736,19;75407,61;70185,06;94934,57;80190,83;85752,33;80588,59;81190,45;78917,37;53554,20;85644,99;70989,74;89384,84;103055,20;96277,93;93392,12;74809,27;70218,14;76122,57;86574,34;71668,11;71527,98;72845,55;65251,82;69298,78;75109,77;122525,40;87121,44;81511,57;81518,16;114517,62;98052,49;89940,81;59045,17;56575,26;41475,11;35731,06;11678043,17
"230880 Moraújo";-;-;-;-;-;-;-;-;-;-;-;-;4958,15;8452,63;10257,67;7297,04;4956,32;4325,51;6490,49;3772,56;2785,71;1052,61;413,09;-;4722,06;6553,61;5944,70;8005,51;1823,46;2688,64;1762,20;6048,51;2299,28;2753,31;5888,24;2846,87;8131,98;3091,49;4255,87;2145,49;7596,12;3094,74;1164,03;5325,99;1944,13;2732,29;4636,75;1149,61;2655,33;2272,58;3113,18;3711,97;1291,70;343,92;2395,29;2477,78;394,14;1796,21;1688,81;1029,47;1744,16;1288,38;1555,22;2026,89;1369,06;1152,82;665,80;923,32;2262,21;517,97;384,80;1517,60;886,80;1060,92;1870,08;-;-;-;2315,69;4083,24;4415,24;1912,62;292,62;-;88,44;-;-;-;3034,54;931,02;3509,10;1880,34;1548,88;324,90;2716,33;780,24;1643,34;-;2347,08;1215,77;620,47;886,80;1822,90;-;44,22;606,42;1986,33;1330,20;934,40;1076,92;308,62;3863,82;-;-;-;-;-;-;-;-;886,80;2387,51;1646,82;1646,82;-;1179,42;443,40;886,80;-;-;-;443,40;443,40;665,80;1849,69;1028,04;2124,06;-;-;-;1125,20;443,40;443,40;606,42;1504,32;1061,48;865,91;1857,87;3309,12;1736,14;1827,32;348,62;2607,46;3210,99;292,62;1236,84;1822,90;3394,48;3417,68;1174,56;1849,31;2976,31;1994,92;1328,33;1966,93;443,40;-;-;765,08;30244,85;10574,72;340346,10
"230890 Morrinhos";-;-;-;-;-;-;-;-;-;177,20;590,72;2059,32;5746,69;8710,04;15255,62;14291,43;13912,71;6627,59;-;-;-;-;1999,43;451,40;6192,40;4919,84;7997,02;15957,95;16070,40;18653,95;18532,66;14486,22;18946,92;15370,80;13233,39;12132,79;14852,98;10621,19;16057,82;11596,57;14701,26;12598,82;12872,64;8221,53;12956,32;11509,48;5618,86;6805,93;9799,65;17269,67;16592,66;16015,14;11918,94;13335,52;6445,41;6990,41;5478,29;5998,35;5970,78;6460,98;6619,62;8205,19;10465,68;10025,93;7922,19;8980,24;8096,73;7567,08;8765,25;6059,41;4614,23;3772,09;3151,04;6593,60;15239,44;9854,02;8582,02;3455,55;5458,31;6762,53;5299,53;7987,49;5456,64;3370,39;6212,08;3763,78;8094,56;5882,88;5173,07;3297,51;3667,26;3280,02;4572,85;1485,22;5594,96;2574,08;7663,98;5148,82;7382,19;5875,74;2990,68;2812,50;4335,92;6173,70;670,08;2036,80;4275,09;6728,75;2966,86;2007,23;1760,20;4570,73;3291,75;5416,81;1561,01;451,40;5360,71;5316,77;2379,52;1448,33;2940,83;4063,43;13460,85;4200,19;6682,46;5862,19;7184,65;5763,45;9835,39;4059,24;9307,72;7912,75;8937,23;10954,52;13127,37;11863,41;8910,03;9484,80;8873,16;8396,47;7216,94;9038,12;12897,00;5024,53;6916,51;11409,35;11604,49;10270,46;10124,83;6561,44;1802,72;4842,97;1471,61;2927,24;4075,21;2689,72;3534,43;5662,73;5735,02;4472,54;6172,73;8785,47;2621,58;8224,89;3581,45;3393,55;3870,98;3264,37;-;-;-;1141546,75
"230900 Mucambo";-;-;-;-;-;-;-;-;-;-;1070,76;16735,79;54113,70;60231,18;74339,53;70829,79;60414,49;58525,73;69578,14;73096,91;65572,44;69575,72;56630,32;56247,80;63948,18;69292,54;85451,12;72462,41;82943,68;69693,30;70625,45;59018,37;54231,77;60514,40;61479,85;58886,42;57126,70;54510,75;73350,15;49737,86;65512,67;54168,09;57020,79;56148,60;54749,24;50188,74;47894,23;36920,25;39226,18;46186,27;54997,89;31677,87;39992,41;49257,36;37484,34;49698,10;43944,82;46217,69;40736,51;32310,20;40899,48;34654,12;33734,15;39686,06;30921,55;35840,27;2074,44;22606,54;26326,09;10372,30;4470,92;3301,35;30095,46;45811,55;40032,08;52785,12;46221,17;40905,50;33183,68;35930,90;25335,34;29914,08;20409,43;21464,64;27259,42;25219,79;35700,31;38080,43;28728,60;21076,78;25881,90;27474,99;20538,02;14548,32;23364,47;16973,04;7476,39;20237,32;32843,51;35100,31;41255,61;41110,27;15783,23;15229,08;30098,29;36757,67;28265,34;20640,15;30377,10;25258,52;34206,53;24120,46;25304,34;49471,82;33149,29;40398,84;43983,96;24657,92;9227,74;5274,84;-;33604,04;28373,88;17905,96;25420,30;22005,35;22964,55;13158,55;28618,83;24792,45;21977,60;26791,39;25655,07;22921,85;31090,23;39690,48;30861,32;30015,00;29576,81;32100,95;21226,00;29553,85;20225,26;15312,52;17457,45;23346,05;28262,49;39767,67;45351,29;29971,59;31370,01;31783,84;20655,26;28702,74;22752,96;22959,78;26577,63;30881,03;25334,03;17677,08;28326,80;44080,20;64807,89;60158,34;41633,44;70821,27;45905,19;30965,37;38193,70;42195,37;-;5950399,03
"230910 Mulungu";-;-;-;-;-;-;-;-;-;-;-;1841,27;8560,92;6390,16;2835,58;6237,20;3393,46;10041,96;5017,16;3730,72;2347,35;1567,97;2838,91;2899,93;2175,74;1244,16;2972,44;4404,66;529,60;2704,78;2160,19;5121,38;3967,12;3315,23;2198,89;3411,16;3624,91;852,78;3102,41;2841,43;2814,09;3597,44;5540,43;2096,51;3596,03;4710,89;1944,90;4641,75;3054,22;2569,28;3489,61;1460,28;2586,81;2811,69;2087,83;2226,45;877,86;1664,78;1164,84;1170,48;2991,80;2146,79;5962,06;2500,45;-;-;-;-;-;-;-;-;2658,68;2871,04;2285,73;4727,34;6023,52;1824,27;3643,05;922,50;443,40;2171,24;2669,34;2000,51;1079,54;443,40;479,19;771,33;683,69;755,83;585,24;2816,63;906,61;3337,68;1413,20;585,24;-;582,42;4680,93;1079,54;1900,86;2483,28;736,02;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3137,13;2270,66;4296,93;3404,54;2858,03;2642,86;4102,34;4008,48;3683,91;4454,54;292,62;2660,44;5256,36;3166,51;1028,64;1164,84;1164,84;875,04;-;715,80;2210,47;1656,25;1145,42;852,80;1747,26;1847,44;198,81;1750,08;3322,18;3075,25;3182,48;2007,47;-;-;-;-;907,32;875,04;1810,62;292,62;9000,00;5636,29;7718,68;431,36;-;-;5086,92;2365,91;3145,71;3000,00;6324,90;348373,78
"230920 Nova Olinda";-;-;-;-;-;-;-;-;1072,20;5727,87;12183,25;11219,01;9466,14;14389,31;15902,65;6995,15;7223,89;7622,65;7598,21;7900,48;8949,04;8657,58;14421,31;12024,38;10353,10;18049,77;21663,54;19078,71;22621,97;18153,56;13625,23;12919,60;11755,65;19904,24;17339,71;17660,62;18248,79;9860,26;14411,20;20800,12;22945,08;24140,64;31732,93;15162,95;13364,86;13513,22;10885,06;13332,78;16168,78;14721,27;16776,68;22449,44;8757,47;6386,35;7592,53;11533,64;9880,25;7440,93;13758,15;13541,90;7675,30;8621,10;13191,54;11397,75;11016,12;10485,06;24683,91;12108,53;5708,11;11624,84;6824,94;-;6844,90;6634,66;13680,60;28783,51;20086,51;8690,76;9185,47;10726,04;10224,69;9598,01;6358,51;10027,84;6150,73;8544,21;9429,51;9025,52;9899,49;7602,56;13842,91;10099,46;5358,90;11671,97;6466,47;9176,51;9500,15;7917,41;4297,76;9319,42;8892,56;6463,37;4255,25;6420,86;5357,86;2860,32;6318,15;3536,19;4745,18;9333,05;9522,24;10246,41;4068,98;5110,78;5252,91;4590,92;3565,40;2544,28;3575,03;2796,44;5077,00;7124,01;12499,08;8687,22;4322,94;8471,66;8151,08;6569,87;7696,37;8666,93;3515,11;7893,25;8286,19;8609,47;13965,99;7609,08;9209,65;8622,94;4127,50;2080,70;9684,93;5421,47;1919,43;2677,31;4050,02;5730,06;5253,80;3964,85;7409,78;4754,25;6655,12;4866,21;7038,97;5661,16;2639,89;6559,02;8380,49;10261,64;6534,12;3247,99;3136,19;6416,58;3852,31;4316,26;6568,34;6332,76;5427,87;1472,92;8397,34;709,01;-;1534348,09
"230930 Nova Russas";-;-;-;-;-;-;-;-;-;-;33249,12;25966,55;40087,70;35977,57;32667,16;37456,84;35010,90;37040,01;41900,29;33880,02;35309,92;37554,95;37658,53;23719,10;45777,34;33961,60;69021,88;60709,38;59698,58;73108,23;74696,00;55682,99;63592,21;50502,50;59399,74;63142,60;65915,37;76807,38;78410,42;57799,10;75636,24;59045,88;44505,17;38238,67;47172,84;45863,72;41754,86;47229,73;65551,69;60598,17;64133,27;44341,33;50226,22;48225,46;29188,69;45158,70;56993,10;55817,28;52454,58;64360,47;61881,68;66012,77;78175,20;68479,12;47001,24;44601,62;44470,77;30345,85;33891,52;40318,82;25796,81;19226,29;31442,57;37017,79;54339,09;66816,18;68012,04;45041,20;48985,27;42701,90;42625,77;37846,10;36041,06;28096,00;43028,05;31425,96;36028,60;45839,42;47582,11;33574,41;32021,88;28869,90;42825,47;50077,19;37820,55;28341,17;19380,66;21437,28;26813,34;45549,31;36822,70;29343,28;24845,35;12687,49;9121,75;9864,83;7393,61;4551,32;10029,34;19997,26;31116,61;29814,66;26323,63;25341,42;14653,07;18200,66;21042,06;14192,16;13645,69;10206,23;28467,75;38824,82;62643,98;23363,69;28679,90;16926,44;20689,54;19609,43;17851,16;16809,42;16456,53;14302,21;18709,11;30584,23;37241,47;33319,11;35599,51;18824,14;21020,58;16318,22;15144,29;20551,01;14235,99;12173,09;16534,15;19726,54;31166,43;32786,29;62552,93;49241,93;39754,56;36182,71;37638,20;34802,80;31116,23;21500,17;18834,44;24641,98;25961,93;18796,63;24857,49;16421,22;41255,72;77286,11;68588,64;37532,68;29841,35;29666,45;38795,77;39247,49;-;6034251,59
"230940 Novo Oriente";-;-;-;-;-;-;-;-;-;-;-;17859,48;27939,44;36608,79;28854,51;32225,06;33898,38;28380,28;33476,05;26529,34;26265,54;23951,63;30713,69;25566,83;29791,56;33259,24;25921,52;23224,89;26481,89;27115,07;37222,49;30832,42;32344,26;33915,51;23131,68;24582,46;33263,54;22297,42;32719,40;30084,86;24290,81;30275,44;27552,73;28301,95;30181,83;25640,88;28721,34;34156,40;35890,48;35433,26;29644,93;36410,03;32893,08;22228,39;23193,38;28788,26;27424,70;23941,90;26913,86;29296,46;9274,51;22878,35;20652,34;34458,21;26290,09;31732,15;24906,08;28411,41;20601,98;25636,40;26135,11;15911,47;30493,90;25967,99;23657,20;34793,54;37861,98;30746,84;25868,07;25380,83;16476,67;15359,04;21128,03;21052,73;31399,18;33489,90;21340,79;20789,77;28875,69;29189,51;26715,94;26171,10;33822,53;27690,38;9934,37;23069,70;26006,07;29109,16;28788,11;33411,37;36435,48;27053,09;21360,99;27401,53;25985,49;24457,37;23456,63;19463,85;30073,74;28376,83;29872,82;26521,86;26174,98;29952,30;22498,52;32864,19;31153,05;24665,70;19519,69;5071,94;28985,10;26567,98;29376,07;26556,68;24081,73;25140,91;22160,42;27888,53;27353,10;23509,65;27993,33;16433,20;28856,21;24490,96;41098,18;31959,99;30488,70;20362,49;23151,01;34753,84;30570,47;33222,52;30801,41;19105,77;28136,97;24762,04;31689,92;37313,29;29624,03;28020,18;24189,55;24338,85;29660,53;22889,74;19957,53;19044,30;31872,28;19790,01;32830,07;14466,66;9771,88;10362,09;26128,08;46980,32;17275,36;11368,25;6526,70;7042,61;24699,60;31901,29;-;4223026,26
"230945 Ocara";-;-;-;-;-;-;-;-;-;-;436,74;2274,19;12353,07;21278,04;20978,74;21033,29;23398,05;16686,50;15701,74;15419,59;12447,81;11250,20;8378,04;14863,38;10151,99;13727,58;18493,47;22616,53;20128,89;17186,09;16760,10;15362,54;17193,53;16215,47;13696,27;9549,87;18709,31;15663,29;19056,44;14401,00;19463,94;12421,58;15449,88;13686,11;12552,20;18932,19;16382,24;18925,07;27356,70;30987,76;20088,20;24948,26;25948,94;16621,36;19654,05;19869,19;16879,14;11160,23;13116,88;8795,11;13289,49;12569,21;16713,44;13448,45;15987,55;14617,01;13029,30;8953,14;15551,43;15509,48;14368,98;9908,73;15081,87;15887,51;19928,20;24478,10;24231,35;19108,87;24126,54;12601,92;9177,02;11194,24;12108,37;8845,13;11814,29;10949,60;15660,90;19228,56;15698,75;14878,62;19527,54;13253,30;15967,63;12369,30;6934,23;9138,45;4286,08;15141,15;21383,56;19943,22;20707,04;16414,43;22903,89;15571,44;18710,04;15151,20;12811,13;12586,94;12824,75;10621,85;15784,19;20736,52;13116,97;14283,23;12053,14;13583,18;8501,06;2504,37;6848,70;-;-;-;5863,54;2197,87;10149,48;11407,47;15111,41;16691,24;14720,39;8357,36;12886,66;6577,67;23255,46;16600,42;17960,34;26335,47;22902,50;21812,70;18730,36;17365,07;11400,16;13519,22;8247,85;11650,75;9536,42;9746,45;13502,69;11733,82;7377,71;7954,97;10428,35;11727,46;8999,15;6057,06;6944,85;5674,13;8795,39;7106,91;6679,43;6540,66;15818,75;6787,34;3719,27;2467,20;4602,42;4934,29;6376,56;4229,42;7939,03;4244,73;-;2184923,21
"230950 Orós";-;-;-;-;-;-;-;-;-;445,69;7122,31;29561,51;30408,42;36682,28;43725,09;34016,64;34393,87;35066,80;30474,65;27799,86;30161,78;30620,62;33707,17;36532,32;43139,99;39611,08;68055,40;71340,55;60870,04;50288,48;50916,28;20818,51;42668,34;35658,45;39120,60;52695,71;62443,72;43073,45;47398,77;47345,02;47456,38;33810,48;49654,15;49880,95;42838,38;31497,87;35503,83;19964,10;41050,21;46305,87;48310,96;51498,10;48206,58;48563,23;34128,40;46364,77;35369,10;48470,13;57637,52;37317,08;30984,24;32515,57;27947,12;36369,79;39716,60;21521,80;26988,93;17031,96;13845,36;25963,16;27649,13;25708,38;30728,34;32290,17;38232,84;44586,01;39656,76;30034,64;34637,88;31600,43;35739,61;26881,93;36295,44;30206,73;27389,34;24074,06;34181,77;31432,83;41112,04;38030,52;37084,64;31089,49;46539,97;41293,06;25267,51;22873,11;24958,11;22337,80;27462,21;41159,89;42085,97;27732,67;23934,67;24273,32;29255,85;29653,21;27547,15;28390,85;25718,72;39072,99;36047,44;25119,75;34727,39;33644,65;37427,33;31073,68;37291,46;28425,09;22010,81;30320,06;20296,56;31516,49;40539,66;23542,23;32338,45;32767,53;36769,11;36469,23;23657,01;26664,77;30178,04;28315,50;32431,56;24399,52;36880,06;38902,84;34356,45;34472,35;27903,99;27230,43;25667,83;34590,45;32802,68;27204,09;29328,24;31331,92;38591,25;36300,62;47610,39;35001,73;36545,90;38756,62;31143,41;29018,25;14752,65;16346,86;16184,03;17857,12;14003,60;18305,74;20960,61;35419,29;65590,19;45860,10;46520,56;43971,68;30494,38;28694,71;22382,55;19014,99;36308,70;5523356,64
"230960 Pacajus";-;-;-;-;-;-;-;-;-;6760,92;9979,08;27601,10;42200,06;44698,16;55801,02;53888,11;62776,40;62501,47;38895,73;45792,25;50192,34;38804,03;43994,34;48657,31;48404,60;45274,13;49939,45;52390,76;45175,47;49188,10;61520,86;59754,98;41983,38;43153,07;52324,85;37789,77;29405,12;31528,51;36511,37;28918,40;25942,83;28459,68;24985,39;18770,35;21029,36;24233,62;21609,87;23234,03;21812,85;27153,07;28816,70;30720,25;31325,30;14409,94;12030,87;9405,48;21025,25;8185,98;5062,50;3013,14;12311,23;18014,54;35974,81;27984,20;11291,20;11750,43;13472,68;18945,75;13651,80;14325,30;9568,22;10795,96;17858,46;19150,71;21765,57;23191,06;21401,56;18115,69;25429,39;23763,13;19490,05;13248,34;16468,13;13916,15;12329,74;7329,92;21959,17;16439,21;17959,78;15981,24;19832,39;21712,06;13595,39;17788,66;19569,42;19318,55;27088,35;17254,66;23924,08;27120,25;19427,94;16457,06;20970,50;18195,28;23149,35;16564,19;10234,37;17491,93;19732,11;17541,72;20063,97;19585,95;19922,92;19443,70;21449,68;14456,70;13498,06;11559,60;11224,14;11607,51;24235,59;23039,82;31883,02;28593,45;27281,94;21945,91;19760,92;22192,56;21291,35;20430,40;13897,17;10978,29;18089,46;11646,20;19861,22;21976,75;23789,35;16252,07;19479,14;18243,38;17206,80;19182,74;12273,97;15531,80;21517,84;18977,11;23908,75;26537,96;17853,41;17793,69;20232,60;12975,39;15676,28;8656,50;17402,28;15612,91;12986,95;8432,79;11720,73;13847,94;87304,70;61393,34;38616,76;15437,02;23617,83;37322,40;34184,52;36393,82;38888,28;22403,86;-;3959454,47
